TransactionID,ShopID,BeneficiaryID,Timestamp,Item,Quantity,Price,Latitude,Longitude,District,is_fraud,time_diff,hour_of_day,Item_Kerosene,Item_Oil,Item_Rice,Item_Sugar,Item_Wheat,anomaly_pred,risk_score
ec88da7e-3545-4e0b-89fd-9d176186817d,SHOP_001,BEN_01444,2025-12-23 09:42:08.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,51903.0,9,True,False,False,False,False,1,0.35417899115150914
ab761654-27f4-4161-bdd4-b9321b9a013c,SHOP_001,BEN_01922,2025-12-23 13:15:17.322714,Wheat,9,18.0,28.563667,77.196744,South Delhi,0,12789.0,13,False,False,False,False,True,1,0.16649525276792665
a7945063-343a-46bc-94e7-e6719dad19fa,SHOP_001,BEN_00848,2025-12-23 16:20:55.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,11138.0,16,True,False,False,False,False,1,0.10934163541713937
62ac474d-17bf-4c6a-b28b-e0577253acba,SHOP_001,BEN_00488,2025-12-23 17:21:21.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,3626.0,17,True,False,False,False,False,1,0.19698889358439076
d2ccc20e-ab65-4348-a890-5e3ee9e240e3,SHOP_001,BEN_01072,2025-12-24 12:15:37.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,68056.0,12,True,False,False,False,False,1,0.44887870948672204
da383397-48a6-492a-88f7-598f76d3c69f,SHOP_001,BEN_02521,2025-12-24 14:06:23.322714,Sugar,1,20.0,28.563667,77.196744,South Delhi,0,6646.0,14,False,False,False,True,False,1,0.08288902737499398
22d0ad38-fb23-4bea-adf0-504a78463074,SHOP_001,BEN_02857,2025-12-24 16:10:43.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,7460.0,16,True,False,False,False,False,1,0.13540389514783652
2ffd4d79-d7ec-4ee1-b9b4-ac269c5de9ef,SHOP_001,BEN_02271,2025-12-24 17:46:38.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,5755.0,17,True,False,False,False,False,1,0.13897345341191242
93df8f65-2bb8-4d2c-a969-cf09e9844649,SHOP_001,BEN_02159,2025-12-25 14:04:26.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,73068.0,14,False,True,False,False,False,1,0.47422413914979045
94db8d2a-ecd5-4261-99d2-483a3ec4fdb3,SHOP_001,BEN_00528,2025-12-25 19:28:48.322714,Wheat,20,40.0,28.563667,77.196744,South Delhi,0,19462.0,19,False,False,False,False,True,1,0.5177258112914895
f72940d4-387f-4bf5-9a1e-8857520aad14,SHOP_001,BEN_00137,2025-12-26 10:30:04.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,54076.0,10,False,False,False,True,False,1,0.27255587009959414
510ee6f9-d42c-4c73-a15f-bb1aa34b1cbb,SHOP_001,BEN_01143,2025-12-26 13:05:13.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,9309.0,13,False,False,False,True,False,1,0.14611371391611788
34b42981-eefe-4e9c-a03a-9c160aeb8ea8,SHOP_001,BEN_02143,2025-12-26 15:30:33.322714,Rice,17,51.0,28.563667,77.196744,South Delhi,0,8720.0,15,False,False,True,False,False,1,0.20216845053423843
5168bdd9-16c4-4076-aca1-c87654ecb2f0,SHOP_001,BEN_02062,2025-12-26 19:06:38.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,12965.0,19,True,False,False,False,False,1,0.21773023454290674
ce66ad22-618b-490a-80ca-06dfae8000ba,SHOP_001,BEN_01236,2025-12-26 19:37:54.322714,Wheat,9,18.0,28.563667,77.196744,South Delhi,0,1876.0,19,False,False,False,False,True,1,0.3446247873594272
b92e6c51-5471-4c4f-ab2f-4f483772b4cb,SHOP_001,BEN_02232,2025-12-27 08:32:33.322714,Rice,13,39.0,28.563667,77.196744,South Delhi,0,46479.0,8,False,False,True,False,False,1,0.464876412957132
211c4d39-93a1-424a-8394-980dbfeb567d,SHOP_001,BEN_01325,2025-12-27 08:32:45.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,12.0,8,False,False,False,True,False,1,0.4703250682393142
bf4f3c53-906f-4e7f-8499-e104033e3482,SHOP_001,BEN_01820,2025-12-27 13:24:16.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,17491.0,13,False,False,False,True,False,1,0.20383381365515452
1205dc60-7454-4c95-82a9-8fb36017d74b,SHOP_001,BEN_01473,2025-12-27 16:58:55.322714,Wheat,10,20.0,28.563667,77.196744,South Delhi,0,12879.0,16,False,False,False,False,True,1,0.17680792020639402
77c81656-c739-4e09-ab23-4483d39e21c1,SHOP_001,BEN_02822,2025-12-27 19:18:45.322714,Oil,1,50.0,28.563667,77.196744,South Delhi,0,8390.0,19,False,True,False,False,False,1,0.2831051397542928
dfc30448-cfe5-4b76-a8fd-4d077a60d001,SHOP_001,BEN_01093,2025-12-28 08:44:40.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,48355.0,8,True,False,False,False,False,1,0.4508345645989743
9ca73221-3d0a-424c-993b-9194cae84839,SHOP_001,BEN_02336,2025-12-28 10:40:28.322714,Wheat,20,40.0,28.563667,77.196744,South Delhi,0,6948.0,10,False,False,False,False,True,1,0.4469656382642341
c37666d9-eff2-4689-91f7-57c8a8aaf457,SHOP_001,BEN_00193,2025-12-28 10:48:38.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,490.0,10,False,True,False,False,False,1,0.21683938676250702
485605d3-2cd7-4de1-b3a9-942af660f265,SHOP_001,BEN_02059,2025-12-28 17:06:27.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,22669.0,17,True,False,False,False,False,1,0.2293091883673708
dfac0d42-b189-43eb-b2ad-10a164dde937,SHOP_001,BEN_02870,2025-12-28 19:19:48.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,8001.0,19,False,True,False,False,False,1,0.26887082122475997
6992f746-a4df-467d-8800-a93d09b92940,SHOP_001,BEN_02748,2025-12-29 08:57:43.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,49075.0,8,True,False,False,False,False,1,0.44377194974420986
8bb16778-3e22-4596-8755-53f20eafdfb9,SHOP_001,BEN_02038,2025-12-29 12:07:52.322714,Sugar,2,40.0,28.563667,77.196744,South Delhi,0,11409.0,12,False,False,False,True,False,1,0.12067914730691903
b6af4d00-fb91-405f-8273-e2fe7a06e6b9,SHOP_001,BEN_01147,2025-12-29 13:37:39.322714,Rice,11,33.0,28.563667,77.196744,South Delhi,0,5387.0,13,False,False,True,False,False,1,0.11808437635452668
cd8fb538-f62a-430e-b724-a6f7f6b97582,SHOP_001,BEN_00301,2025-12-29 14:10:33.322714,Kerosene,1,25.0,28.563667,77.196744,South Delhi,0,1974.0,14,True,False,False,False,False,1,0.17040263172749137
b047fdf9-ee40-4d6f-be5c-f873e1741799,SHOP_001,BEN_00332,2025-12-29 18:13:24.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,14571.0,18,True,False,False,False,False,1,0.17421923687845153
c337fb36-c273-4d99-a397-75431661c31a,SHOP_001,BEN_01768,2025-12-29 19:37:10.322714,Rice,16,48.0,28.563667,77.196744,South Delhi,0,5026.0,19,False,False,True,False,False,1,0.3507905504896417
94b2f235-d80e-4576-af12-93c1643caee8,SHOP_001,BEN_01080,2025-12-30 08:46:14.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,47344.0,8,True,False,False,False,False,1,0.4137080272191903
d6540ec2-7061-4e93-b986-23905a46bd39,SHOP_001,BEN_02864,2025-12-30 08:53:41.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,447.0,8,True,False,False,False,False,1,0.4560344581115008
3a1b3581-600e-4961-9816-aca07a6070a8,SHOP_001,BEN_01967,2025-12-30 12:14:44.322714,Rice,12,36.0,28.563667,77.196744,South Delhi,0,12063.0,12,False,False,True,False,False,1,0.15854266329424838
a7db65cc-87a7-4f29-9ac3-4b4ffbb0fe43,SHOP_001,BEN_02059,2025-12-30 12:25:32.322714,Kerosene,1,25.0,28.563667,77.196744,South Delhi,0,648.0,12,True,False,False,False,False,1,0.24344222103145324
1326824e-76b5-4dfe-94e6-435504436da3,SHOP_001,BEN_02981,2025-12-30 17:18:07.322714,Kerosene,1,25.0,28.563667,77.196744,South Delhi,0,17555.0,17,True,False,False,False,False,1,0.25842607627919334
e0588677-b207-4be3-a571-34d35be40d91,SHOP_001,BEN_01673,2025-12-31 16:29:56.322714,Wheat,10,20.0,28.563667,77.196744,South Delhi,0,83509.0,16,False,False,False,False,True,-1,0.6392061178587713
05e08fbd-d95f-4fd4-8066-d5ad02f9a212,SHOP_001,BEN_00386,2025-12-31 17:19:14.322714,Rice,20,60.0,28.563667,77.196744,South Delhi,0,2958.0,17,False,False,True,False,False,1,0.43606070799146746
049402cf-486a-4e41-a018-bfb3f78bfdda,SHOP_001,BEN_01339,2025-12-31 18:41:03.322714,Rice,9,27.0,28.563667,77.196744,South Delhi,0,4909.0,18,False,False,True,False,False,1,0.23683114166486352
de3430b0-74cc-4e80-bfb6-ab57a511e623,SHOP_001,BEN_02366,2026-01-01 08:32:17.322714,Rice,13,39.0,28.563667,77.196744,South Delhi,0,49874.0,8,False,False,True,False,False,1,0.44268215090551843
7fc5a52b-5d43-43a2-8f82-23451399ef55,SHOP_001,BEN_00936,2026-01-01 09:16:13.322714,Wheat,19,38.0,28.563667,77.196744,South Delhi,0,2636.0,9,False,False,False,False,True,1,0.5207966052272124
0739c139-ca43-40fb-8047-99676b77d1f8,SHOP_001,BEN_01796,2026-01-01 12:19:07.322714,Kerosene,1,25.0,28.563667,77.196744,South Delhi,0,10974.0,12,True,False,False,False,False,1,0.20269370816993126
947f3657-6620-456a-8b8d-f436fc29aad9,SHOP_001,BEN_00558,2026-01-01 18:22:21.322714,Sugar,1,20.0,28.563667,77.196744,South Delhi,0,21794.0,18,False,False,False,True,False,1,0.3290965136564212
479de7d4-e5d4-4331-9ee0-4d33bfda0016,SHOP_001,BEN_02279,2026-01-01 19:53:56.322714,Rice,16,48.0,28.563667,77.196744,South Delhi,0,5495.0,19,False,False,True,False,False,1,0.3444449870550492
2e684e26-4664-47c0-b43e-747265e7d68f,SHOP_001,BEN_01970,2026-01-02 13:38:59.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,63903.0,13,True,False,False,False,False,1,0.4232936752921662
d86b3d49-cd27-4d54-b924-2d2e70faf0b7,SHOP_001,BEN_01090,2026-01-02 15:55:41.322714,Sugar,2,40.0,28.563667,77.196744,South Delhi,0,8202.0,15,False,False,False,True,False,1,0.04379791152504364
e2d1f6d2-6540-4055-b77a-55867cececa2,SHOP_001,BEN_01154,2026-01-02 17:57:40.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,7319.0,17,True,False,False,False,False,1,0.18659409877344768
779a83ae-e2cd-444f-a524-5c5137c4fec5,SHOP_001,BEN_00930,2026-01-03 11:45:20.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,64060.0,11,False,True,False,False,False,1,0.34722773024151904
fa3cda68-5205-4f1a-9645-30e7adf2711f,SHOP_001,BEN_01438,2026-01-03 19:34:09.322714,Sugar,1,20.0,28.563667,77.196744,South Delhi,0,28129.0,19,False,False,False,True,False,1,0.4971419842817113
dfc72b63-9e4a-42c2-b2ba-eb421e0010f3,SHOP_001,BEN_02531,2026-01-04 15:02:12.322714,Sugar,2,40.0,28.563667,77.196744,South Delhi,0,70083.0,15,False,False,False,True,False,1,0.3408170801481889
96906e6c-14a4-4f03-b8bf-86ce9e661821,SHOP_001,BEN_02708,2026-01-04 19:28:30.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,15978.0,19,False,True,False,False,False,1,0.29244934290231944
aac3a8e4-7919-4cd2-81f4-091abca09fc4,SHOP_001,BEN_00494,2026-01-05 08:30:51.322714,Sugar,2,40.0,28.563667,77.196744,South Delhi,0,46941.0,8,False,False,False,True,False,1,0.3555768898227967
c8b7cfbf-5a39-49ad-bfe2-0a3defa8066f,SHOP_001,BEN_00931,2026-01-05 13:05:22.322714,Sugar,1,20.0,28.563667,77.196744,South Delhi,0,16471.0,13,False,False,False,True,False,1,0.17618982876267858
17f9ff6d-cde0-41e9-9a08-bac8639d4ddf,SHOP_001,BEN_00900,2026-01-05 14:46:02.322714,Oil,1,50.0,28.563667,77.196744,South Delhi,0,6040.0,14,False,True,False,False,False,1,0.11720019919907809
c5ada6d7-09c6-4b5c-9ccb-ed814c142ea1,SHOP_001,BEN_02439,2026-01-05 19:29:19.322714,Oil,1,50.0,28.563667,77.196744,South Delhi,0,16997.0,19,False,True,False,False,False,1,0.33394992424838515
993779e7-bed6-4ebf-8714-3241bdf6460c,SHOP_001,BEN_02794,2026-01-06 13:23:27.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,64448.0,13,True,False,False,False,False,1,0.42046052001084155
e624e3b5-8dee-4638-97ac-98928d0df351,SHOP_001,BEN_01439,2026-01-06 14:15:53.322714,Kerosene,1,25.0,28.563667,77.196744,South Delhi,0,3146.0,14,True,False,False,False,False,1,0.13251881602344162
c6bfa1da-6860-4849-905e-9df0ec915a27,SHOP_001,BEN_01774,2026-01-06 14:19:53.322714,Rice,20,60.0,28.563667,77.196744,South Delhi,0,240.0,14,False,False,True,False,False,1,0.4240850817934123
8422637e-b21b-418d-83e0-9c6d5428751d,SHOP_001,BEN_01308,2026-01-07 09:38:42.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,69529.0,9,False,False,False,True,False,1,0.3914793636622651
3ee4d7f9-8a08-479b-9889-cc2b6bd88c26,SHOP_001,BEN_02817,2026-01-07 11:56:45.322714,Wheat,8,16.0,28.563667,77.196744,South Delhi,0,8283.0,11,False,False,False,False,True,1,0.21205426605262778
54ba8b66-1d83-4723-90da-a33ab7055a82,SHOP_001,BEN_02923,2026-01-07 13:02:31.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,3946.0,13,True,False,False,False,False,1,0.19453365924086435
7756428d-4145-482d-a383-275a8e1e576d,SHOP_001,BEN_01337,2026-01-07 13:21:59.322714,Oil,1,50.0,28.563667,77.196744,South Delhi,0,1168.0,13,False,True,False,False,False,1,0.16439763407798075
a64277e7-82dd-403b-a199-5c226f46066f,SHOP_001,BEN_00765,2026-01-08 08:57:38.322714,Wheat,18,36.0,28.563667,77.196744,South Delhi,0,70539.0,8,False,False,False,False,True,-1,0.6377093400455363
2174315c-e400-4d4e-83af-3b641a78359a,SHOP_001,BEN_01977,2026-01-08 16:09:28.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,25910.0,16,True,False,False,False,False,1,0.22746997820775844
ec3a3953-09d6-46e4-bf6a-78995c2724c6,SHOP_001,BEN_00827,2026-01-09 13:38:54.322714,Wheat,20,40.0,28.563667,77.196744,South Delhi,0,77366.0,13,False,False,False,False,True,-1,0.649809829901451
d38dc89c-d2b8-403f-ab0b-a95722679edc,SHOP_001,BEN_01682,2026-01-09 19:32:29.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,21215.0,19,True,False,False,False,False,1,0.34269693289045855
33a298a8-09ee-4901-b7e6-6de220042555,SHOP_001,BEN_00347,2026-01-10 11:57:03.322714,Rice,19,57.0,28.563667,77.196744,South Delhi,0,59074.0,11,False,False,True,False,False,1,0.42722882969210507
7600aced-8f53-4dbb-9797-e830ce9aa362,SHOP_001,BEN_01222,2026-01-11 08:04:34.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,72451.0,8,False,True,False,False,False,1,0.492569721827521
80b1643f-f190-4894-98fa-6c1daa98fef8,SHOP_001,BEN_02009,2026-01-11 11:09:45.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,11111.0,11,False,True,False,False,False,1,0.177337935117649
3a7d1944-08e3-475b-a5c1-d29206b1ad7d,SHOP_001,BEN_01153,2026-01-11 19:11:13.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,28888.0,19,True,False,False,False,False,1,0.42533202861754515
a33aaebe-d515-4122-b55c-9ac1efaef784,SHOP_001,BEN_02343,2026-01-12 08:01:49.322714,Wheat,7,14.0,28.563667,77.196744,South Delhi,0,46236.0,8,False,False,False,False,True,1,0.5697508222895139
92fcd79b-9b29-44ff-97e7-6f632c366f15,SHOP_001,BEN_00229,2026-01-12 13:08:07.322714,Wheat,15,30.0,28.563667,77.196744,South Delhi,0,18378.0,13,False,False,False,False,True,1,0.1690782702371696
6db348d3-f72c-492b-b754-b31f1ac7d4d7,SHOP_001,BEN_00158,2026-01-12 14:16:18.322714,Wheat,5,10.0,28.563667,77.196744,South Delhi,0,4091.0,14,False,False,False,False,True,1,0.23032936272298388
5b4ba41e-44ab-4afe-8dc7-f0a601dd8dc0,SHOP_001,BEN_00637,2026-01-12 18:40:36.322714,Oil,2,100.0,28.563667,77.196744,South Delhi,0,15858.0,18,False,True,False,False,False,1,0.19414625123403323
1fbddd37-39c1-4fe8-b625-359bc3de96c3,SHOP_001,BEN_00878,2026-01-12 19:29:28.322714,Rice,12,36.0,28.563667,77.196744,South Delhi,0,2932.0,19,False,False,True,False,False,1,0.35217411299435303
7a3b9370-074b-4937-b3f2-aea859694aba,SHOP_001,BEN_00188,2026-01-13 10:09:32.322714,Wheat,11,22.0,28.563667,77.196744,South Delhi,0,52804.0,10,False,False,False,False,True,1,0.39063364585733146
98acc5c8-c1ed-4de4-9ce2-03c8f3fe8fde,SHOP_001,BEN_02406,2026-01-14 11:19:08.322714,Oil,1,50.0,28.563667,77.196744,South Delhi,0,90576.0,11,False,True,False,False,False,1,0.5609138478653456
5ce26677-a37c-473b-bbc3-a01a44f824b7,SHOP_001,BEN_01515,2026-01-14 13:01:21.322714,Sugar,3,60.0,28.563667,77.196744,South Delhi,0,6133.0,13,False,False,False,True,False,1,0.14370848673864245
cad25d9a-28ad-418e-b14c-1deb211c2f60,SHOP_001,BEN_02993,2026-01-14 17:21:46.322714,Wheat,13,26.0,28.563667,77.196744,South Delhi,0,15625.0,17,False,False,False,False,True,1,0.22304038623476102
360a6ec1-180c-4803-81f4-1d69f7709fcc,SHOP_001,BEN_00780,2026-01-14 19:37:46.322714,Sugar,1,20.0,28.563667,77.196744,South Delhi,0,8160.0,19,False,False,False,True,False,1,0.3159519469793544
9b978fca-5b74-42b8-b530-849b1495accd,SHOP_001,BEN_01728,2026-01-15 09:13:19.322714,Kerosene,2,50.0,28.563667,77.196744,South Delhi,0,48933.0,9,True,False,False,False,False,1,0.3780633141678364
845ba8ca-0301-4409-9a34-e9ad8c1d7732,SHOP_001,BEN_00151,2026-01-15 14:07:26.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,17647.0,14,True,False,False,False,False,1,0.20190549442689087
f73a9b22-1cf0-48ec-a530-43a2670bf558,SHOP_001,BEN_02280,2026-01-15 15:18:46.322714,Kerosene,3,75.0,28.563667,77.196744,South Delhi,0,4280.0,15,True,False,False,False,False,1,0.1423856654732134
4f792633-41e7-4d7b-9eb1-d6e876a710e6,SHOP_002,BEN_00351,2025-12-17 12:01:37.322714,Rice,10,30.0,28.648957,77.10634,West Delhi,0,9999.0,12,False,False,True,False,False,1,0.1664204724970213
6c8fca84-5e9d-4dd6-8602-b65a381288c3,SHOP_002,BEN_02897,2025-12-17 12:47:54.322714,Oil,2,100.0,28.648957,77.10634,West Delhi,0,2777.0,12,False,True,False,False,False,1,0.11807396795737923
3b90d392-1b9c-49c5-a506-65b4c52511a5,SHOP_002,BEN_00757,2025-12-17 16:49:02.322714,Sugar,2,40.0,28.648957,77.10634,West Delhi,0,14468.0,16,False,False,False,True,False,1,0.1121301734248969
5e4a6840-2973-48ab-9b55-95fb8c711f6a,SHOP_002,BEN_00919,2025-12-17 19:34:18.322714,Rice,8,24.0,28.648957,77.10634,West Delhi,0,9916.0,19,False,False,True,False,False,1,0.3569302350642175
0f1e1831-44f6-4eb4-b390-88276708de51,SHOP_002,BEN_00698,2025-12-18 09:46:37.322714,Oil,2,100.0,28.648957,77.10634,West Delhi,0,51139.0,9,False,True,False,False,False,1,0.2722740537417399
d229a602-52f9-4974-bca3-bc9ee6e03e47,SHOP_002,BEN_00630,2025-12-18 12:02:18.322714,Sugar,3,60.0,28.648957,77.10634,West Delhi,0,8141.0,12,False,False,False,True,False,1,0.16904810716162122
5a6a02bc-3b3e-4a40-bc55-11e2161492b7,SHOP_002,BEN_00383,2025-12-18 16:42:01.322714,Oil,1,50.0,28.648957,77.10634,West Delhi,0,16783.0,16,False,True,False,False,False,1,0.15123754033862996
3e5f15ae-5377-4432-9e08-7c75d8768ed4,SHOP_002,BEN_01142,2025-12-18 19:40:10.322714,Rice,18,54.0,28.648957,77.10634,West Delhi,0,10689.0,19,False,False,True,False,False,1,0.41526151094329183
509410d6-be67-4c65-b794-b962179f6dd9,SHOP_002,BEN_00391,2025-12-19 15:05:33.322714,Oil,2,100.0,28.648957,77.10634,West Delhi,0,69923.0,15,False,True,False,False,False,1,0.457420577299988
13f483a4-6876-420e-aa7f-48c1c93c6503,SHOP_002,BEN_01860,2025-12-19 16:37:19.322714,Sugar,2,40.0,28.648957,77.10634,West Delhi,0,5506.0,16,False,False,False,True,False,1,0.08073865961362947
8f7b42f5-6535-4bc0-b9df-ca49144f5f20,SHOP_002,BEN_01327,2025-12-19 17:54:46.322714,Rice,6,18.0,28.648957,77.10634,West Delhi,0,4647.0,17,False,False,True,False,False,1,0.2356008402898631
1a95ffb8-5e56-4f06-8c7d-de891b3bc0d8,SHOP_002,BEN_00940,2025-12-20 08:54:28.322714,Rice,6,18.0,28.648957,77.10634,West Delhi,0,53982.0,8,False,False,True,False,False,1,0.442424364247363
13632f79-9bb7-48b3-aaad-5f3b9e080000,SHOP_002,BEN_00730,2025-12-20 13:18:16.322714,Oil,2,100.0,28.648957,77.10634,West Delhi,0,15828.0,13,False,True,False,False,False,1,0.13529873570679163
21a7efc7-12c3-4307-b5f1-20689cfe52ba,SHOP_002,BEN_02056,2025-12-20 15:56:28.322714,Wheat,12,24.0,28.648957,77.10634,West Delhi,0,9492.0,15,False,False,False,False,True,1,0.11045491426182186
