TransactionID,ShopID,BeneficiaryID,Timestamp,Item,Quantity,Price,Latitude,Longitude,District,is_fraud
62fe3c70-cf6e-489b-b622-be57c858833d,SHOP_020,BEN_01896,2025-12-22 10:55:16.024274,Sugar,1,20.0,28.736478,77.119912,Rohini,0
f9221263-56c8-4bba-93ce-f033b4be88f0,SHOP_031,BEN_02648,2025-12-22 10:55:55.024274,Kerosene,1,25.0,28.727982,77.18544,North Delhi,0
f6a4a734-f0f2-43e0-b425-3c10d447a398,SHOP_028,BEN_01152,2025-12-22 10:57:37.024274,Kerosene,1,25.0,28.644078,77.187159,Central Delhi,0
aa884375-93c2-41bd-91c4-2031097d26b4,SHOP_014,BEN_00863,2025-12-22 10:59:50.024274,Oil,1,50.0,28.708352,77.106686,Rohini,0
f238a576-89af-4a64-9e06-d0990d18e39d,SHOP_038,BEN_00278,2025-12-22 11:03:34.024274,Wheat,12,24.0,28.737713,77.199062,North Delhi,0
483d0a1a-7eed-485d-ba36-40357f0fb54d,SHOP_014,BEN_01089,2025-12-22 11:06:25.024274,Kerosene,2,50.0,28.708352,77.106686,Rohini,0
fb470909-e280-47b3-a07d-91cf8320f410,SHOP_041,BEN_02358,2025-12-22 11:07:51.024274,Sugar,1,20.0,28.676266,77.100986,West Delhi,0
c56924d4-3801-407d-827b-ab436deeb7b2,SHOP_033,BEN_01876,2025-12-22 11:17:17.024274,Kerosene,2,50.0,28.731131,77.204781,North Delhi,0
4149fd63-2efe-4144-be4c-293748c83660,SHOP_037,BEN_01782,2025-12-22 11:22:24.024274,Oil,1,50.0,28.707215,77.215419,North Delhi,0
83548898-0f89-41e8-a024-fa9d88756cf6,SHOP_007,BEN_00042,2025-12-22 11:23:07.024274,Kerosene,3,75.0,28.520513,77.217525,South Delhi,0
d9f9bc4f-47c9-4da5-9dc0-a354c3b3ba66,SHOP_002,BEN_01572,2025-12-22 11:25:17.024274,Sugar,1,20.0,28.648957,77.10634,West Delhi,0
23b996b7-7f36-4bff-bd99-6c15eb45a3e9,SHOP_025,BEN_00829,2025-12-22 11:31:05.024274,Sugar,3,60.0,28.624929,77.222474,Central Delhi,0
97b22d3e-63f9-494a-b8ca-50ff5e066478,SHOP_011,BEN_01537,2025-12-22 11:31:30.024274,Wheat,18,36.0,28.732554,77.205993,North Delhi,0
dd3eb322-a321-4392-aa4c-db18f3bb964f,SHOP_029,BEN_02067,2025-12-22 11:35:17.024274,Rice,14,42.0,28.583723,77.064561,Dwarka,0
bee67d4f-f8f2-44b5-884c-d9a84ed5d728,SHOP_012,BEN_02220,2025-12-22 11:37:45.024274,Oil,2,100.0,28.618685,77.319017,East Delhi,0
34d12fdf-935f-4b5d-961c-6450caf53841,SHOP_014,BEN_00562,2025-12-22 11:37:58.024274,Sugar,3,60.0,28.708352,77.106686,Rohini,0
dd8d684d-0605-4fd0-be8c-e23e3c752ff5,SHOP_017,BEN_02822,2025-12-22 11:43:03.024274,Kerosene,2,50.0,28.722696,77.129286,Rohini,0
357dd75a-d4e3-48f0-8fd0-4b3bb7b0ec6e,SHOP_007,BEN_01384,2025-12-22 11:44:39.024274,Sugar,1,20.0,28.520513,77.217525,South Delhi,0
c763308a-a0cd-475a-bf20-59c7ad84235e,SHOP_007,BEN_01841,2025-12-22 11:51:20.024274,Kerosene,2,50.0,28.520513,77.217525,South Delhi,0
30e848f3-813e-4001-a835-4023514a2c38,SHOP_008,BEN_02013,2025-12-22 11:57:52.024274,Sugar,2,40.0,28.666336,77.103257,West Delhi,0
4f392d74-d5ca-4b31-b153-cda48c67575d,SHOP_009,BEN_01362,2025-12-22 12:01:11.024274,Wheat,10,20.0,28.633713,77.107844,West Delhi,0
02b46bea-efe3-4aba-9e4c-f1855ed650d4,SHOP_030,BEN_01822,2025-12-22 12:16:50.024274,Sugar,2,40.0,28.656014,77.071143,West Delhi,0
30a0ed12-5a69-47bc-b19c-bae8d3d18273,SHOP_046,BEN_01010,2025-12-22 12:18:31.024274,Kerosene,3,75.0,28.634402,77.315239,East Delhi,0
5d3f7358-67a0-4293-b181-209b6c88cf60,SHOP_028,BEN_02905,2025-12-22 12:30:16.024274,Oil,2,100.0,28.644078,77.187159,Central Delhi,0
e7b02618-a10d-4ce5-90e9-562869306794,SHOP_043,BEN_02738,2025-12-22 12:31:25.024274,Sugar,1,20.0,28.561519,77.048283,Dwarka,0
22ce8c4a-5f5a-4ac7-96dc-466c6d54a333,SHOP_045,BEN_01149,2025-12-22 12:35:25.024274,Rice,12,36.0,28.633767,77.205731,Central Delhi,0
dfd749db-9936-4bcc-ba79-670a18671a9b,SHOP_045,BEN_01584,2025-12-22 12:44:15.024274,Oil,2,100.0,28.633767,77.205731,Central Delhi,0
d413ace6-dc98-441d-99c8-c374b8454989,SHOP_047,BEN_02234,2025-12-22 12:44:45.024274,Sugar,1,20.0,28.715937,77.10426,Rohini,0
7ea70647-112e-43be-8eb2-dc8f7ce7aa66,SHOP_050,BEN_00660,2025-12-22 12:45:24.024274,Rice,5,15.0,28.560938,77.180795,South Delhi,0
a0321765-2812-4051-8942-453e3f030452,SHOP_016,BEN_00206,2025-12-22 12:53:27.024274,Kerosene,3,75.0,28.644796,77.107779,West Delhi,0
86c27488-aa7e-43fa-9b00-eb814f1f49e4,SHOP_033,BEN_00960,2025-12-22 12:56:43.024274,Rice,18,54.0,28.731131,77.204781,North Delhi,0
6c76dbdd-935e-4b7a-b586-5e4d8228a8c3,SHOP_018,BEN_02347,2025-12-22 12:59:04.024274,Rice,19,57.0,28.610429,77.188088,Central Delhi,0
137230cb-2bb4-4523-ac5f-7ca372d09d0a,SHOP_004,BEN_00348,2025-12-22 13:09:32.024274,Wheat,9,18.0,28.709316,77.129745,Rohini,0
efd939c1-907b-48bf-aadf-69b9ba1cbab6,SHOP_046,BEN_00607,2025-12-22 13:12:42.024274,Kerosene,2,50.0,28.634402,77.315239,East Delhi,0
d0f185ce-1e77-4b21-9cfa-fd091742d790,SHOP_032,BEN_02168,2025-12-22 13:15:15.024274,Wheat,19,38.0,28.708017,77.126743,Rohini,0
8e1ffb27-604c-4cb7-8377-e6775ac3dc38,SHOP_025,BEN_01193,2025-12-22 13:16:40.024274,Oil,2,100.0,28.624929,77.222474,Central Delhi,0
c3207920-c985-4d51-a984-4f5c21236c7a,SHOP_013,BEN_00311,2025-12-22 13:19:06.024274,Sugar,3,60.0,28.689861,77.183213,North Delhi,0
67db0591-cac1-4c31-9f32-243db0226129,SHOP_007,BEN_02828,2025-12-22 13:22:12.024274,Sugar,3,60.0,28.520513,77.217525,South Delhi,0
c83720b3-b8e8-41fb-8994-1acd23c0e845,SHOP_035,BEN_00996,2025-12-22 13:22:57.024274,Wheat,20,40.0,28.715607,77.125559,Rohini,0
e4911aab-a0e4-4170-853c-87212d04d691,SHOP_019,BEN_00480,2025-12-22 13:23:44.024274,Rice,8,24.0,28.631679,77.201199,Central Delhi,0
ff7cd8fe-9bf8-4573-a070-018b580c1044,SHOP_004,BEN_02085,2025-12-22 13:29:00.024274,Rice,12,36.0,28.709316,77.129745,Rohini,0
45542fc4-d2d6-4645-b550-5fe3e38fa81c,SHOP_046,BEN_01718,2025-12-22 13:41:41.024274,Wheat,11,22.0,28.634402,77.315239,East Delhi,0
ab63b9f5-b6e7-4e76-821b-0ee38832a859,SHOP_045,BEN_01878,2025-12-22 13:50:51.024274,Oil,1,50.0,28.633767,77.205731,Central Delhi,0
3cc2866e-73a2-4dda-a889-c0ef8715bb40,SHOP_040,BEN_00383,2025-12-22 13:55:55.024274,Wheat,14,28.0,28.673266,77.089259,West Delhi,0
a6749051-aaff-48f6-8cb7-8e61a5cc23ba,SHOP_037,BEN_00274,2025-12-22 14:05:56.024274,Rice,18,54.0,28.707215,77.215419,North Delhi,0
e91bf152-1147-4d58-be88-cf043d5a402c,SHOP_030,BEN_01740,2025-12-22 14:07:33.024274,Wheat,6,12.0,28.656014,77.071143,West Delhi,0
c9057182-00d1-4200-b0ed-772e6197c412,SHOP_014,BEN_02366,2025-12-22 14:10:39.024274,Wheat,18,36.0,28.708352,77.106686,Rohini,0
38d483e8-cb93-4673-992c-1d0d4f77730b,SHOP_004,BEN_01001,2025-12-22 14:12:20.024274,Wheat,5,10.0,28.709316,77.129745,Rohini,0
7d08c6e9-edb1-4e2e-9e31-fd5c89f1506f,SHOP_007,BEN_01787,2025-12-22 14:22:18.024274,Oil,2,100.0,28.520513,77.217525,South Delhi,0
70cf120a-eb61-4696-9db3-e1ff01612011,SHOP_023,BEN_02516,2025-12-22 14:27:59.024274,Wheat,14,28.0,28.592266,77.310411,East Delhi,0
01434a4c-dffc-4091-b984-b0d6072e044a,SHOP_021,BEN_00416,2025-12-22 14:34:44.024274,Rice,14,42.0,28.654216,77.114329,West Delhi,0
4b282292-8c91-4f9f-9cff-7bd82a875fe8,SHOP_040,BEN_02362,2025-12-22 14:44:23.024274,Wheat,12,24.0,28.673266,77.089259,West Delhi,0
b0259605-eabb-4aaa-a7ac-448c6c7ea5b8,SHOP_029,BEN_01253,2025-12-22 14:48:47.024274,Oil,2,100.0,28.583723,77.064561,Dwarka,0
e6c314eb-2cdf-48c3-89d5-9c0c4022ef94,SHOP_009,BEN_02591,2025-12-22 14:49:40.024274,Kerosene,1,25.0,28.633713,77.107844,West Delhi,0
7aec1494-f64a-4153-849e-0399c37b6e83,SHOP_013,BEN_00381,2025-12-22 15:08:19.024274,Oil,1,50.0,28.689861,77.183213,North Delhi,0
99695d35-7703-4fa3-bf47-0de39de703d2,SHOP_050,BEN_02375,2025-12-22 15:09:17.024274,Oil,2,100.0,28.560938,77.180795,South Delhi,0
db046024-2909-48eb-a0e0-b7939f790967,SHOP_037,BEN_01234,2025-12-22 15:09:53.024274,Kerosene,2,50.0,28.707215,77.215419,North Delhi,0
0103ce18-8ca8-45e5-86a4-850d96323390,SHOP_038,BEN_02664,2025-12-22 15:18:03.024274,Rice,5,15.0,28.737713,77.199062,North Delhi,0
9818cb75-73cd-49bf-b273-4c6904e10d6b,SHOP_032,BEN_01531,2025-12-22 15:19:13.024274,Wheat,20,40.0,28.708017,77.126743,Rohini,0
f223e5b1-bf0b-4901-a250-0b99dfbacec7,SHOP_008,BEN_00322,2025-12-22 15:22:19.024274,Oil,1,50.0,28.666336,77.103257,West Delhi,0
d191b3b5-7fc0-42b3-a8a1-6546e63399b9,SHOP_008,BEN_02998,2025-12-22 15:22:38.024274,Sugar,1,20.0,28.666336,77.103257,West Delhi,0
2c14db0d-9d10-449e-bdf6-464315c2d785,SHOP_014,BEN_00396,2025-12-22 15:23:43.024274,Oil,1,50.0,28.708352,77.106686,Rohini,0
61f5687e-ecd2-4767-bd5f-d59de0f5871f,SHOP_032,BEN_01030,2025-12-22 15:29:02.024274,Oil,2,100.0,28.708017,77.126743,Rohini,0
18af9f13-2156-4542-9611-7bb52c9ece13,SHOP_020,BEN_01282,2025-12-22 15:38:52.024274,Oil,1,50.0,28.736478,77.119912,Rohini,0
d401f893-63af-4c45-9514-2a1f84b4658e,SHOP_022,BEN_02280,2025-12-22 15:43:18.024274,Rice,5,15.0,28.696907,77.177649,North Delhi,0
fed1e011-1098-4eff-a80e-f01b6354ef05,SHOP_031,BEN_02236,2025-12-22 15:48:31.024274,Rice,6,18.0,28.727982,77.18544,North Delhi,0
1fbd1cc7-3bc0-4e33-a270-e11e421a8ca6,SHOP_026,BEN_00813,2025-12-22 15:51:57.024274,Oil,1,50.0,28.645158,77.323228,East Delhi,0
8059095b-19ec-4a38-962a-52686fe08d97,SHOP_006,BEN_00508,2025-12-22 16:05:49.024274,Wheat,5,10.0,28.6356,77.229758,Central Delhi,0
3be7d2dc-7558-4bb7-bde0-864a00ba4ea2,SHOP_025,BEN_01490,2025-12-22 16:06:24.024274,Wheat,7,14.0,28.624929,77.222474,Central Delhi,0
bfcb077d-1b51-4e85-a517-a89457a754c2,SHOP_013,BEN_02239,2025-12-22 16:08:33.024274,Kerosene,1,25.0,28.689861,77.183213,North Delhi,0
61fcc013-0bc8-40f2-8a6c-6a9ca7dcf15b,SHOP_049,BEN_00091,2025-12-22 16:22:49.024274,Kerosene,1,25.0,28.514677,77.242533,South Delhi,0
8f336618-457a-489c-9bfb-2d13cb168d6c,SHOP_008,BEN_02006,2025-12-22 16:29:48.024274,Wheat,5,10.0,28.666336,77.103257,West Delhi,0
8078459e-4305-497c-9dc6-ff06933ed0fb,SHOP_030,BEN_01313,2025-12-22 16:31:23.024274,Wheat,9,18.0,28.656014,77.071143,West Delhi,0
9d4dd7ab-4cfc-4b08-8915-e2d074c50e8e,SHOP_042,BEN_01850,2025-12-22 16:32:27.024274,Sugar,1,20.0,28.598757,77.020815,Dwarka,0
00f34913-082e-4123-97f0-65d94b080543,SHOP_006,BEN_01197,2025-12-22 16:32:49.024274,Oil,2,100.0,28.6356,77.229758,Central Delhi,0
c3834877-2f6f-4997-9652-3276c5f14829,SHOP_035,BEN_01674,2025-12-22 16:34:08.024274,Oil,1,50.0,28.715607,77.125559,Rohini,0
7fe89fdd-f23b-435f-a3a0-0f0140be3034,SHOP_050,BEN_01085,2025-12-22 16:35:22.024274,Oil,1,50.0,28.560938,77.180795,South Delhi,0
7fbe66ae-501d-4da6-9bee-362da47f4be8,SHOP_041,BEN_02067,2025-12-22 16:36:16.024274,Sugar,2,40.0,28.676266,77.100986,West Delhi,0
458b07dd-00c3-45e1-a1a5-1712a7b30cae,SHOP_014,BEN_01322,2025-12-22 16:43:16.024274,Wheat,15,30.0,28.708352,77.106686,Rohini,0
3ca0d6b8-043b-4d17-9148-be72820c623a,SHOP_034,BEN_02634,2025-12-22 16:49:07.024274,Sugar,2,40.0,28.586699,77.035213,Dwarka,0
bd89fcee-382a-439c-9c56-d8f66da90cc5,SHOP_034,BEN_02871,2025-12-22 16:51:09.024274,Sugar,2,40.0,28.586699,77.035213,Dwarka,0
b4eaf01d-4c02-4fab-9530-83b25a280da9,SHOP_016,BEN_01813,2025-12-22 17:17:27.024274,Sugar,1,20.0,28.644796,77.107779,West Delhi,0
07ed6b4b-8702-44c1-9ae7-2a5b2a881ef9,SHOP_001,BEN_01665,2025-12-22 17:19:46.024274,Wheat,5,10.0,28.563667,77.196744,South Delhi,0
5572a4ee-2de6-44ad-b7fe-4b9d2f7cf2db,SHOP_019,BEN_02642,2025-12-22 17:27:19.024274,Rice,8,24.0,28.631679,77.201199,Central Delhi,0
1497f987-13ab-4e51-b329-09f85c1174e3,SHOP_008,BEN_01730,2025-12-22 17:28:16.024274,Rice,20,60.0,28.666336,77.103257,West Delhi,0
b903e02c-3ebc-43e0-9e65-1bd79d9a1b00,SHOP_026,BEN_02111,2025-12-22 17:28:29.024274,Oil,2,100.0,28.645158,77.323228,East Delhi,0
1208427a-2343-4fd5-a9d1-5adadc1c4cb5,SHOP_034,BEN_00739,2025-12-22 17:31:52.024274,Rice,7,21.0,28.586699,77.035213,Dwarka,0
527f34b8-ea87-4c34-9e0a-b0321e176204,SHOP_041,BEN_01110,2025-12-22 17:46:23.024274,Kerosene,3,75.0,28.676266,77.100986,West Delhi,0
a1fab613-9d3e-49a8-9268-4bd055e1fe59,SHOP_038,BEN_02109,2025-12-22 17:46:52.024274,Kerosene,3,75.0,28.737713,77.199062,North Delhi,0
ad933740-fce0-4f8e-bbce-dff833cbba6e,SHOP_009,BEN_02602,2025-12-22 17:47:08.024274,Sugar,2,40.0,28.633713,77.107844,West Delhi,0
7ef8577e-9e00-47fc-9b64-df48a4f51932,SHOP_045,BEN_02882,2025-12-22 17:47:45.024274,Kerosene,3,75.0,28.633767,77.205731,Central Delhi,0
ab8cd498-2913-4443-a54d-304ba59f5b90,SHOP_046,BEN_01815,2025-12-22 17:48:28.024274,Rice,9,27.0,28.634402,77.315239,East Delhi,0
c5ad16fa-61b0-42ba-8857-26a7077d3d57,SHOP_004,BEN_02750,2025-12-22 17:52:56.024274,Oil,1,50.0,28.709316,77.129745,Rohini,0
c61b22e0-7b01-469c-9ed3-65d0d803c871,SHOP_049,BEN_00968,2025-12-22 17:53:31.024274,Sugar,3,60.0,28.514677,77.242533,South Delhi,0
2b17791e-89c8-4ed7-9340-012e8f8759a6,SHOP_031,BEN_01967,2025-12-22 18:05:15.024274,Oil,2,100.0,28.727982,77.18544,North Delhi,0
dbd4a676-f39f-44f1-be01-ab9364b63aff,SHOP_004,BEN_01801,2025-12-22 18:05:39.024274,Oil,1,50.0,28.709316,77.129745,Rohini,0
4f8a0da5-c336-43b9-b70a-f62003e6352a,SHOP_017,BEN_00914,2025-12-22 18:15:21.024274,Oil,2,100.0,28.722696,77.129286,Rohini,0
6394295b-9c84-45b5-8ec7-289cea17cf72,SHOP_033,BEN_02414,2025-12-22 18:18:53.024274,Rice,16,48.0,28.731131,77.204781,North Delhi,0
58e62eca-1d24-48a6-b737-359695e7ad0e,SHOP_049,BEN_02684,2025-12-22 18:24:28.024274,Wheat,14,28.0,28.514677,77.242533,South Delhi,0
dcc1fc92-6b43-4571-9f6c-0d9a8fb18849,SHOP_035,BEN_01044,2025-12-22 18:29:24.024274,Sugar,1,20.0,28.715607,77.125559,Rohini,0
e15289fc-5d17-4833-a21f-fa66626f6c12,SHOP_039,BEN_02542,2025-12-22 18:36:22.024274,Sugar,3,60.0,28.707365,77.109479,Rohini,0
e28e5988-8356-41db-b92b-5fdd28fb26a8,SHOP_048,BEN_02249,2025-12-22 18:37:56.024274,Sugar,1,20.0,28.596532,77.044874,Dwarka,0
0af1bf24-4b3a-45a8-9ad5-1d6a0f07a9af,SHOP_037,BEN_02063,2025-12-22 18:44:18.024274,Sugar,2,40.0,28.707215,77.215419,North Delhi,0
718001a3-9e5f-4226-9732-cf2d5bb5d2c4,SHOP_019,BEN_00765,2025-12-22 18:45:02.024274,Kerosene,3,75.0,28.631679,77.201199,Central Delhi,0
8601c9f2-0711-4a2e-80d9-254b32421b87,SHOP_041,BEN_01754,2025-12-22 18:49:29.024274,Sugar,3,60.0,28.676266,77.100986,West Delhi,0
c175ef6c-9912-4e81-9a8c-933524788720,SHOP_036,BEN_00244,2025-12-22 18:50:29.024274,Sugar,2,40.0,28.73997,77.11894,Rohini,0
3ef28c18-aecc-4b5d-9834-fb44ef11f9b5,SHOP_003,BEN_00658,2025-12-22 18:55:59.024274,Oil,2,100.0,28.506364,77.204896,South Delhi,0
ca329716-0031-4301-af5f-27d26dc478a7,SHOP_044,BEN_00033,2025-12-22 19:03:08.024274,Kerosene,3,75.0,28.615898,77.224361,Central Delhi,0
4b80906f-fc0a-4e92-97fc-1466b4f1c368,SHOP_004,BEN_01355,2025-12-22 19:04:58.024274,Oil,2,100.0,28.709316,77.129745,Rohini,0
34773e58-24b6-43a2-a068-a26225e717e7,SHOP_009,BEN_01012,2025-12-22 19:13:46.024274,Rice,19,57.0,28.633713,77.107844,West Delhi,0
bc89dbb6-4600-4847-9174-6d62570201c9,SHOP_012,BEN_02403,2025-12-22 19:16:27.024274,Wheat,15,30.0,28.618685,77.319017,East Delhi,0
1db02688-174d-4fae-b216-99152ce19c0d,SHOP_026,BEN_01600,2025-12-22 19:19:56.024274,Kerosene,2,50.0,28.645158,77.323228,East Delhi,0
de3d13e4-11d4-4eac-bf35-cc5d78285f33,SHOP_010,BEN_00437,2025-12-22 19:21:18.024274,Sugar,2,40.0,28.581134,77.064005,Dwarka,0
02edaab4-6c02-432e-b7fd-6547aff0e4a9,SHOP_043,BEN_00542,2025-12-22 19:26:05.024274,Sugar,1,20.0,28.561519,77.048283,Dwarka,0
03b04f55-885f-4652-b906-a5fba999f777,SHOP_045,BEN_00684,2025-12-22 19:37:00.024274,Sugar,1,20.0,28.633767,77.205731,Central Delhi,0
a8c77bc8-7603-4392-b6fe-a79bf348b24e,SHOP_014,BEN_00143,2025-12-22 19:42:26.024274,Oil,2,100.0,28.708352,77.106686,Rohini,0
8f56ef9c-2599-49f7-9ec3-57c645f8441b,SHOP_031,BEN_01162,2025-12-22 19:51:35.024274,Sugar,1,20.0,28.727982,77.18544,North Delhi,0
9d51d324-9818-4c11-a831-507fe20879b5,SHOP_037,BEN_00191,2025-12-22 19:54:59.024274,Kerosene,3,75.0,28.707215,77.215419,North Delhi,0
49b44e6a-5741-4dbb-943a-341d96c309ab,SHOP_028,BEN_01868,2025-12-23 08:01:54.024274,Kerosene,2,50.0,28.644078,77.187159,Central Delhi,0
44db954e-13a3-4429-af04-1f1debc0ddb1,SHOP_011,BEN_01899,2025-12-23 08:04:51.024274,Wheat,7,14.0,28.732554,77.205993,North Delhi,0
00916780-ccd1-41a1-9c22-9d11217617a0,SHOP_012,BEN_01752,2025-12-23 08:06:10.024274,Sugar,2,40.0,28.618685,77.319017,East Delhi,0
37810082-a124-493e-9d52-02d744ebaca7,SHOP_049,BEN_00035,2025-12-23 08:06:41.024274,Wheat,6,12.0,28.514677,77.242533,South Delhi,0
460d9f7e-6ee4-4b39-a3fb-840493ff93e9,SHOP_014,BEN_01492,2025-12-23 08:18:51.024274,Rice,12,36.0,28.708352,77.106686,Rohini,0
